V1,V2,Vloss,Age,Distance
2.4230976477380826,2.1383304628668083,-1.150569952419139,0.7745037566022702,7.35
2.4939358263236024,1.988680408603126,-1.4142499630133136,0.7745037566022702,7.35
2.5506063691920167,1.6519677865098417,-1.8604776732496087,0.7745037566022702,7.2
2.8481267192511983,1.315255164416554,-2.6515177050321324,0.9164239980355363,7.66
1.8705598547710323,2.40021805782825,-0.07556683230442804,0.8099838169605871,7.44
2.08307439052759,1.932561638254243,-0.8868899418249647,0.8099838169605871,7.44
1.9980685762249664,2.026092922169046,-0.6637760867068171,0.8099838169605871,7.59
2.1822478405473174,1.3339614211995172,-1.677929973607488,0.9164239980355363,7.46
1.4455307832579187,2.175742976432728,0.28952856697981344,0.7745037566022702,7.18
2.295588926284148,1.0346613126721527,-2.16472383931981,0.9164239980355363,7.49
1.8988951262052418,1.371373934765437,-1.2317022633711927,0.9164239980355363,7.46
2.3664271048696683,0.7727737177107079,-2.550102316342065,0.9164239980355363,7.74
1.9413980333565524,1.1094863398039922,-1.576514584917421,0.17134273051089274,7.4
1.6438776832973707,1.4461989618972766,-0.7854745531348976,2.6194668952347206,7.53
1.7005482261657874,1.3339614211995172,-0.9883053305150318,0.17134273051089274,7.24
1.5588718689947494,1.4461989618972766,-0.6637760867068171,1.235744541260383,7.64
1.7572187690342014,1.1094863398039922,-1.3128345743232464,0.17134273051089274,7.4
1.11967516176453,1.8764428679053635,0.43151011114590737,1.7679454466351279,7.26
1.7005482261657874,1.1281925965869521,-1.2114191856331795,0.561623394452373,7.41
1.4738660546921258,1.3339614211995172,-0.6637760867068171,1.3067046619770153,7.42
1.0913398903303229,1.7267928136416812,0.3098116447178269,0.561623394452373,7.42
0.8929929902908684,1.988680408603126,0.8777378213822026,0.277782911585842,6.76
0.11377302585015922,0.7727737177107079,0.6749070440020685,-0.2189379334305862,6.27
0.08543775441594964,0.754067460927748,0.6951901217400819,-0.2189379334305862,6.39
1.4171955118237116,1.2030176237187948,-0.7246253199208573,0.5971034548106885,6.9
1.4738660546921258,1.1094863398039922,-0.907173019562978,0.561623394452373,7.2
1.303854426086881,1.2778426508506344,-0.4812283870646964,0.561623394452373,7.21
1.0630046188961157,1.4461989618972766,0.04613163412365247,0.4197031530191068,7.09
1.0488369831790099,1.4087864483313568,0.02584855638563906,0.5971034548106885,6.97
1.2330162475013606,1.0720738262380725,-0.6029268534927769,1.4486249034102814,7.6
0.9638311688763886,1.4087864483313568,0.14754702281371956,1.4486249034102814,7.61
0.9354958974421791,1.4087864483313568,0.18811317828974639,0.4551832133774237,7.07
0.9638311688763886,1.371373934765437,0.10698086733769271,1.1293043601854336,7.2
0.8929929902908684,1.315255164416554,0.14754702281371956,0.8454638773189039,7.1
0.8363224474224543,1.2778426508506344,0.18811317828974639,0.34874303230247444,6.7
0.5671373687974798,1.6519677865098417,0.9791532100722697,1.7324653862768122,6.9
0.5104668259290656,1.6145552729439185,1.0197193655482966,0.5971034548106885,7.02
1.332189697521088,0.3799423252685406,-1.495382273965367,2.0872659898599757,6.33
0.5813050045145832,1.3339614211995172,0.6140578107880282,0.34874303230247444,6.88
0.9921664403105956,0.7727737177107079,-0.5826437757547634,-0.006057571280688948,6.82
1.0913398903303229,0.6044174066640657,-0.907173019562978,-0.18345787307227063,6.94
0.9638311688763886,0.6979486905788651,-0.6232099312307903,2.0872659898599757,6.37
0.3687904687580278,1.6519677865098417,1.2631162984044577,0.20682279086920957,6.5
0.6804784545343104,1.0346613126721527,0.14754702281371956,0.8454638773189039,6.73
1.11967516176453,0.4734736091833433,-1.0897207192050988,-0.2898980541472199,7.06
0.8929929902908684,0.6979486905788651,-0.5217945425407232,-0.006057571280688948,6.47
1.0630046188961157,0.4547673524003834,-1.0288714859910586,2.0872659898599757,6.3
1.2330162475013606,0.2677047845707814,-1.4750991962273536,-0.18345787307227063,6.94
0.666310818817207,0.94113002875735,0.0664147118616659,0.4551832133774237,6.85
1.2330162475013606,0.21158601422189846,-1.535948429441394,-0.18345787307227063,7.04
1.1763457046329466,0.2677047845707814,-1.3939668852753002,-0.2898980541472199,7.08
0.467963918777755,1.0720738262380725,0.4923593443599477,2.0872659898599757,6.6
0.5388020973632727,1.0159550558891928,0.3300947224558403,0.8454638773189039,6.9
0.5813050045145832,0.9037175151914303,0.14754702281371956,0.9873841187521687,6.91
1.2046809760671537,0.1180547303070991,-1.5967976626554343,0.4197031530191068,6.44
1.148010433198737,0.17417350065597872,-1.4548161184893404,-0.1479778127139538,6.7
1.148010433198737,0.17417350065597872,-1.4548161184893404,-0.3253781145055355,6.79
0.9638311688763886,0.3799423252685406,-0.9680222527770184,-0.2898980541472199,7.2
0.8079871759882448,0.548298636315186,-0.56236069801675,2.0872659898599757,6.44
1.0205017117448028,0.2677047845707814,-1.1708530301571527,0.9873841187521687,6.71
0.4112933759093384,1.0346613126721527,0.5329254998359745,0.4551832133774237,7.25
0.39712574019223484,1.0346613126721527,0.5532085775739879,2.0872659898599757,6.27
0.8929929902908684,0.3799423252685406,-0.8666068640869513,-0.1479778127139538,6.74
1.0630046188961157,0.17417350065597872,-1.3331176520612598,-0.2898980541472199,6.91
0.8363224474224543,0.4547673524003834,-0.7043422421828439,-0.3253781145055355,7.08
-0.2404178670774366,2.026092922169046,2.5409501958993026,1.1293043601854336,7.31
0.9354958974421791,0.28641104135374124,-1.0288714859910586,-0.3253781145055355,6.9
0.9921664403105956,0.09934847352413924,-1.3128345743232464,0.8454638773189039,6.97
1.0205017117448028,0.136760987090059,-1.3128345743232464,-0.18345787307227063,6.91
0.3262875616067147,1.0720738262380725,0.6951901217400819,0.4551832133774237,6.95
0.8363224474224543,0.28641104135374124,-0.8868899418249647,0.8454638773189039,6.49
0.18461120443567686,1.315255164416554,1.1617009097143904,0.9873841187521687,7.01
0.5104668259290656,0.6979486905788651,0.02584855638563906,-0.3253781145055355,7.06
0.9638311688763886,0.1180547303070991,-1.2519853411092061,-0.1124977523556382,6.97
0.21294647586988394,1.0720738262380725,0.8574547436441893,-0.5737385370137495,6.76
0.29795229017250763,0.94113002875735,0.5937747330500148,-0.006057571280688948,6.82
1.148010433198737,-0.1625391214373056,-1.8199115177735818,0.4197031530191068,6.53
-0.1129091456235023,1.5210239890291193,1.81075939733082,0.5971034548106885,6.92
0.8646577188566614,0.1180547303070991,-1.1100037969431122,-0.2898980541472199,6.8
0.4112933759093384,0.6979486905788651,0.16783010055173295,0.4551832133774237,7.15
0.1562759330014698,1.1281925965869521,0.9994362878102832,0.20682279086920957,6.29
0.2696170187383006,0.41735483883446367,0.0664147118616659,-0.3608581748638523,5.78
0.6804784545343104,0.2677047845707814,-0.6840591644448305,-0.25441799378890306,6.58
0.6379755473829999,0.323823554919661,-0.56236069801675,-0.5737385370137495,6.66
0.29795229017250763,0.7727737177107079,0.41122703340789396,-0.5737385370137495,6.72
0.6379755473829999,0.2677047845707814,-0.6232099312307903,-0.25441799378890306,6.54
0.8929929902908684,-0.06900783752250292,-1.3534007297992734,-0.2898980541472199,6.81
0.467963918777755,0.41735483883446367,-0.21754837647052197,-0.7866188991636481,6.4
0.8363224474224543,-0.06900783752250292,-1.2722684188472195,-0.3608581748638523,6.61
1.0205017117448028,-0.33089543248394776,-1.8199115177735818,-0.5027784162971172,6.78
